STUDENTID,YEAR,NEWCOURSECODE,NEWCOURSETITLE,STUDYLEVEL,COMMUTELENGTH,ACCOMMODATIONTYPE,CAMPUSPOSTCODE,AVERAGEMODULEMARK,ACTUALATTENDANCEDAYS,EXPECTEDATTENDANCEDAYS
"K0?\+KOOG<3]^CIWPSGJ,#",2017/18,BABSM06F,BA Business Management FT,Level 5,6.1,Other inc. Private Halls,NW1 5LS,65,46,75
K0`IF:*1--^V]V(UOZWW=#,2017/18,BAFAS02F,BA Fashion Design FT,Level 6,1.63,Other inc. Private Halls,HA1 3TP,71,0,152
"K0AET%!1G%5(8%=3AHJEA,",2017/18,BSACC01F,BSc Accounting FT,Level 4,7.21,Commuter,NW1 5LS,26,50,78
"K0MC>O_9^K%,YB474DLQ$'",2017/18,BSPOC07F,BSc Real Estate FT,Level 4,10.75,Commuter,NW1 5LS,60,40,51
"K0SGW/@[V'V2@L0_Q.5)S""",2016/17,BAPHT02F,BA Photography FT,Level 5,4.76,Unknown,HA1 3TP,48,34,106
"K0X_H`T!,GP?C.$S@B!*>!",2017/18,BATOE01F,BA Tourism and Events Management FT,Level 5,11.39,Commuter,NW1 5LS,57,36,73
"K0ZBGMN6""BB6IH>W18)4""(",2017/18,BLLAW02F,LLB Law FT,Level 4,7.06,Commuter,W1B 2HW,61,58,80
"K1!0E498NR$H""MF3>,O'&%",2017/18,BAADS02F,BA Graphic Communication Design FT,Level 4,0.84,Other inc. Private Halls,HA1 3TP,68,54,72
"K1)DMR[XO(?X8D!D[=,:?0",2016/17,BLLAW02F,LLB Law FT,Level 6,2.89,Other inc. Private Halls,W1B 2HW,71,62,92
"K1,DM!3'A%_KFSS9VW.T!+",2017/18,BAPHT01F,BA Contemporary Media Practice FT,Level 4,7.31,Other inc. Private Halls,HA1 3TP,74,45,90
K1.]1<N.=:DNDA2M([/.Y/,2016/17,BABSM06F,BA Business Management FT,Level 5,2.95,Other inc. Private Halls,NW1 5LS,80,51,85
K1.]1<N.=:DNDA2M([/.Y/,2017/18,BABSM06F,BA Business Management FT,Level 6,2.95,Other inc. Private Halls,NW1 5LS,75,36,63
"K1]!K1Q6""$).U=:#+<""P:'",2017/18,BSBMS01F,BSc Biomedical Sciences FT,Level 4,1.36,Commuter,W1W 6XH,46,34,84
K1^R#;5$SHF%V>L)PHU$E+,2016/17,BSACC01F,BSc Accounting FT,Level 4,9.24,Commuter,NW1 5LS,51,63,89
K1^R#;5$SHF%V>L)PHU$E+,2017/18,BSACC01F,BSc Accounting FT,Level 5,9.24,Commuter,NW1 5LS,54,51,76
K1=!]G>X)*/\<M.;D-/I`+,2016/17,BABSM06F,BA Business Management FT,Level 6,2.99,Other inc. Private Halls,NW1 5LS,65,63,87
K1A#.T/KC.4<X*.*R9YM].,2016/17,BSPSY02F,BSc Psychology FT,Level 6,8.37,Commuter,W1W 6XH,65,30,72
K1FD42<M>>]3T8JY%]+W'%,2017/18,BSCSS02F,BSc Computer Science FT,Level 4,4.67,Commuter,W1W 6XH,43,45,91
K1G@I_\_@9U:R(>2LDZ$P%,2017/18,BABSM07F,BA International Business FT,Level 4,6.07,UoW Halls,NW1 5LS,63,59,73
K1H+$LMFA1@^G3MMR7W^R+,2016/17,BABSM06F,BA Business Management FT,Level 6,10.64,Unknown,NW1 5LS,62,30,87
"K1I%AV)SZFW6P.Y!(6<`S,",2016/17,BDPIPRM,UG Digital and Photographic Imaging,Level 6,0.59,UoW Halls,HA1 3TP,83,40,49
"K1KNAMU3])+QI+K)""N)D`*",2016/17,BAENG02F,BA English Literature and Language FT,Level 6,9.76,Commuter,W1B 2HW,54,27,73
K1Q&R^5!6_UJY<EL7NF(3),2017/18,BLLAW02F,LLB Law FT,Level 4,7.68,Commuter,W1B 2HW,53,35,72
"K2'?'OTF@*AR-X8D-&**,(",2017/18,BABSM06F,BA Business Management FT,Level 5,6.32,Other inc. Private Halls,NW1 5LS,55,55,74
"K2#HZ#*N$VF7[617,VZ(P-",2016/17,BECSS01F,BEng Software Engineering FT,Level 5,10.91,Unknown,W1W 6XH,39,37,113
"K2(/N#9IK""MOKEPBX%J9*0",2017/18,BILAW04F,Integrated Master‰Ûªs in Law (M-Law) FT,Level 4,6.66,Other inc. Private Halls,W1B 2HW,15,5,87
"K2*=)1)""4UE""EWOT141*@-",2016/17,BSACC01F,BSc Accounting FT,Level 5,12.67,Commuter,NW1 5LS,75,60,85
"K2*=)1)""4UE""EWOT141*@-",2017/18,BSACC01F,BSc Accounting FT,Level 6,12.67,Commuter,NW1 5LS,71,55,76
"K2,]I.SSK805YEMMLX?R'(",2016/17,BSCSS02F,BSc Computer Science FT,Level 4,2.56,Other inc. Private Halls,W1W 6XH,66,57,74
"K2,]I.SSK805YEMMLX?R'(",2017/18,BSCSS02F,BSc Computer Science FT,Level 5,2.46,Other inc. Private Halls,W1W 6XH,80,39,70
"K2/*.:""S@-)LZ?ZM07BL.&",2016/17,BSPSY01F,BSc Cognitive and Clinical Neuroscience FT,Level 4,6.08,Other inc. Private Halls,W1W 6XH,46,42,72
"K2/*.:""S@-)LZ?ZM07BL.&",2017/18,BSPSY01F,BSc Cognitive and Clinical Neuroscience FT,Level 5,6.13,Other inc. Private Halls,W1W 6XH,52,40,79
K2;SUBY>-LJQVKW.FFL=Q0,2016/17,BSPOC06F,BSc Quantity Surveying and Commercial Management FT,Level 5,13.93,Unknown,NW1 5LS,55,37,50
K2;SUBY>-LJQVKW.FFL=Q0,2017/18,BSPOC06F,BSc Quantity Surveying and Commercial Management FT,Level 6,13.93,Unknown,NW1 5LS,59,35,48
"K2;TN7%M+86A@0X][S+01""",2016/17,BSBIS01F,BSc Business Information Systems FT,Level 4,12.3,Unknown,W1W 6XH,77,71,75
"K2;TN7%M+86A@0X][S+01""",2017/18,BSBIS01F,BSc Business Information Systems FT,Level 5,12.3,Unknown,W1W 6XH,81,60,68
"K2\SA0.RDBTR7""Z'38G>B0",2017/18,BASOC01F,BA Sociology FT,Level 4,26.72,Unknown,W1B 2HW,55,41,73
K2</TDO_U5UXG9X6*ON180,2016/17,BABSM06F,BA Business Management FT,Level 5,11.96,Commuter,NW1 5LS,65,44,86
K2</TDO_U5UXG9X6*ON180,2017/18,BABSM06F,BA Business Management FT,Level 6,11.96,Commuter,NW1 5LS,63,48,61
K2<<(9.-?PATD;S]^8J</&,2017/18,BABSM06F,BA Business Management FT,Level 4,1.86,Other inc. Private Halls,NW1 5LS,68,54,86
K2<B@O/GS>4>QINM_.*:J',2016/17,BAENG04F,BA Creative Writing and English Literature FT,Level 5,1.74,Other inc. Private Halls,W1B 2HW,63,40,83
K2<B@O/GS>4>QINM_.*:J',2017/18,BAENG04F,BA Creative Writing and English Literature FT,Level 6,3.59,Other inc. Private Halls,W1B 2HW,64,17,33
"K2A\P$)O0/HJGY:<4""](U/",2016/17,BMMUS01F,BMus Commercial Music Performance FT,Level 5,1.19,Other inc. Private Halls,HA1 3TP,65,38,62
"K2A\P$)O0/HJGY:<4""](U/",2017/18,BMMUS01F,BMus Commercial Music Performance FT,Level 6,0.36,Other inc. Private Halls,HA1 3TP,65,21,70
K2C@ZO2IEP_27.>T.S+H\#,2017/18,BLLAW01F,LLB European Legal Studies FT,Level 6,6.72,Other inc. Private Halls,W1B 2HW,60,45,71
K2DKARD]1Z_.GH3^GB7IF!,2016/17,BATOE01F,BA Tourism and Events Management FT,Level 4,,Unknown,NW1 5LS,,8,73
"K2IB7O4HNCT7EO_N""0C/E#",2016/17,BAHIS03F,BA History FT,Level 5,6.66,UoW Halls,W1B 2HW,51,20,40
"K2IB7O4HNCT7EO_N""0C/E#",2017/18,BAHIS03F,BA History FT,Level 6,6.66,UoW Halls,W1B 2HW,55,31,62
K3[K-0I)F(AN`@@(!(]+-',2016/17,BABSM06F,BA Business Management FT,Level 4,0.35,Commuter,NW1 5LS,50,61,75
K3[K-0I)F(AN`@@(!(]+-',2017/18,BABSM06F,BA Business Management FT,Level 5,0.35,Commuter,NW1 5LS,46,42,74
K3[T<@[$M_;87<I8@]U2Q$,2016/17,BASOC01F,BA Sociology FT,Level 5,11.07,Commuter,W1B 2HW,68,61,66
K3[T<@[$M_;87<I8@]U2Q$,2017/18,BASOC01F,BA Sociology FT,Level 6,11.07,Commuter,W1B 2HW,66,37,48
"K3\*/4#U6H=4+ZCE`D])K""",2016/17,BAADS04F,BA Fine Art Mixed Media FT,Level 5,10.34,Unknown,HA1 3TP,66,36,84
"K3\*/4#U6H=4+ZCE`D])K""",2017/18,BAADS04F,BA Fine Art Mixed Media FT,Level 6,10.34,Unknown,HA1 3TP,63,34,95
"K3\5X(^LA*C3XQIG,9HA-'",2016/17,BSCON03F,BSc Computer Systems Engineering FT,Level 6,3.51,Commuter,W1W 6XH,54,27,101
K3`$4FHRBP6]\9'TKHX(=!,2016/17,BSBMS01F,BSc Biomedical Sciences FT,Level 5,7.75,Other inc. Private Halls,W1W 6XH,59,46,82
K3`$4FHRBP6]\9'TKHX(=!,2017/18,BSBMS01F,BSc Biomedical Sciences FT,Level 6,7.75,Other inc. Private Halls,W1W 6XH,58,15,79
K3C6ZL?D4G-WGMT+<$4YZ*,2016/17,BABSM06F,BA Business Management FT,Level 6,7.7,Other inc. Private Halls,NW1 5LS,44,29,88
"K3CDY`#F`C9%32#!H#XL""-",2017/18,BSBMS01F,BSc Biomedical Sciences FT,Level 4,10.05,Commuter,W1W 6XH,42,34,76
"K3H_IMNAH,YGL`=2_%G2/'",2016/17,BSBIO02F,BSc Biological Sciences FT,Level 5,7.6,Other inc. Private Halls,W1W 6XH,58,46,89
"K3H_IMNAH,YGL`=2_%G2/'",2017/18,BSBIO02F,BSc Biological Sciences FT,Level 6,7.6,Other inc. Private Halls,W1W 6XH,30,24,73
K3N.C@1U8N'6#08/PX2JK!,2017/18,BABSM07F,BA International Business FT,Level 4,6.07,UoW Halls,NW1 5LS,71,68,84
K3P$Q16CPUHH0Y8[<M]X7+,2016/17,BAARC01F,BA Architecture FT,Level 6,3.71,Other inc. Private Halls,NW1 5LS,0,3,83
"K3PU%94,3?'B""Y'?4[-0I.",2016/17,BSPOC01F,BSc Architectural Technology FT,Level 5,8.9,Commuter,NW1 5LS,0,8,51
"K3PU%94,3?'B""Y'?4[-0I.",2017/18,BSPOC01F,BSc Architectural Technology FT,Level 5,8.9,Commuter,NW1 5LS,,0,3
"K3R<<XHK*@EDP[`Z9Z1K)""",2016/17,BAMRK02F,BA Marketing Communications FT,Level 4,3.62,Other inc. Private Halls,NW1 5LS,64,59,84
K3W9W??IC$U0FM<9'=H3%.,2017/18,BABSM06F,BA Business Management FT,Level 4,4.26,Other inc. Private Halls,NW1 5LS,54,21,72
"K4""S1=TOHWE[Y-HW)OO8I#",2016/17,BAJMC04F,BA Public Relations and Advertising FT,Level 4,2.22,UoW Halls,HA1 3TP,64,36,72
"K4""S1=TOHWE[Y-HW)OO8I#",2017/18,BAJMC04F,BA Public Relations and Advertising FT,Level 5,2.41,Other inc. Private Halls,HA1 3TP,67,39,60
"K4&""U$OP4E)SO%(,^)L^$+",2016/17,BABSM06F,BA Business Management FT,Level 4,6.83,Commuter,NW1 5LS,65,58,74
"K4&""U$OP4E)SO%(,^)L^$+",2017/18,BABSM06F,BA Business Management FT,Level 5,6.83,Commuter,NW1 5LS,61,62,77
"K4)&,)B=,K'4O@0!_&F$W0",2016/17,BSPOC05F,BSc Property and Planning FT,Level 5,10.04,Commuter,NW1 5LS,57,36,60
"K4)&,)B=,K'4O@0!_&F$W0",2017/18,BSPOC05F,BSc Property and Planning FT,Level 6,10.04,Commuter,NW1 5LS,71,34,49
K4.?MWW%.M<$>C27;[I_[&,2017/18,BAARC01F,BA Architecture FT,Level 4,4.62,Commuter,NW1 5LS,46,33,107
K4;0T>=2F`N[)NL<2(J#A*,2016/17,BABSM07F,BA International Business FT,Level 5,0.61,Other inc. Private Halls,NW1 5LS,37,15,77
"K4^&@#Q_&@<:4"")SQ1%7S.",2016/17,BAHIS01F,BA History and Politics FT,Level 4,11.82,Commuter,W1B 2HW,47,34,63
"K4^&@#Q_&@<:4"")SQ1%7S.",2017/18,BAHIS01F,BA History and Politics FT,Level 5,11.82,Commuter,W1B 2HW,51,36,64
K4^KB3VN96;(DI^R>C=?X+,2016/17,BSCSS02F,BSc Computer Science FT,Level 5,8.5,Commuter,W1W 6XH,75,40,86
K4^KB3VN96;(DI^R>C=?X+,2017/18,BSCSS02F,BSc Computer Science FT,Level 6,8.5,Commuter,W1W 6XH,73,23,57
K4`C]R)<;;YA-:#UX`-AU.,2016/17,BSBMS01F,BSc Biomedical Sciences FT,Level 5,6.91,Commuter,W1W 6XH,48,52,71
K4`C]R)<;;YA-:#UX`-AU.,2017/18,BSBMS01F,BSc Biomedical Sciences FT,Level 6,6.91,Commuter,W1W 6XH,42,48,82
K4=C];>I2-((3B$B$0:]3#,2017/18,BABSM06F,BA Business Management FT,Level 4,6.07,UoW Halls,NW1 5LS,72,60,83
"K4E0?.(GTE_DV#O1,!2T1#",2016/17,BABSM06F,BA Business Management FT,Level 5,1.65,Other inc. Private Halls,NW1 5LS,58,21,86
"K4E0?.(GTE_DV#O1,!2T1#",2017/18,BABSM06F,BA Business Management FT,Level 6,1.25,Other inc. Private Halls,NW1 5LS,55,20,72
K4FKXSOCJ-A*>*VMD05_-.,2016/17,BAARC01F,BA Architecture FT,Level 6,7.19,Unknown,NW1 5LS,61,4,83
"K4H9""_DK1.9%^Z5/@<G/!*",2016/17,BSCON03F,BSc Computer Systems Engineering FT,Level 4,9.86,Commuter,W1W 6XH,27,39,117
"K4M>TTK.[;J[E`E(MLR""M0",2016/17,BAPHT01F,BA Contemporary Media Practice FT,Level 5,16.72,Commuter,HA1 3TP,59,27,81
"K4M>TTK.[;J[E`E(MLR""M0",2017/18,BAPHT01F,BA Contemporary Media Practice FT,Level 6,16.72,Commuter,HA1 3TP,66,4,25
"K4MLK#%A+PP=;DNA,,-&]'",2016/17,BAENG07F,BA English Literature FT,Level 5,18.95,Commuter,W1B 2HW,58,22,82
"K4MLK#%A+PP=;DNA,,-&]'",2017/18,BAENG07F,BA English Literature FT,Level 6,18.95,Commuter,W1B 2HW,56,6,58
"K4N9)9:GBE[_<-9T,MXID/",2016/17,BSACC01F,BSc Accounting FT,Level 4,9.21,Commuter,NW1 5LS,58,60,88
"K4N9)9:GBE[_<-9T,MXID/",2017/18,BSACC01F,BSc Accounting FT,Level 5,9.21,Commuter,NW1 5LS,70,52,76
K4P?;S=D5#XTG$`G;IN;U.,2016/17,BSPSY02F,BSc Psychology FT,Level 6,3.94,Commuter,W1W 6XH,49,14,77
"K4WG3H%]%?W^""I\0MZK]I*",2016/17,BAJMC06F,BA Television Production FT,Level 4,0.59,UoW Halls,HA1 3TP,65,42,84
"K4WG3H%]%?W^""I\0MZK]I*",2017/18,BAJMC06F,BA Television Production FT,Level 5,2.24,UoW Halls,HA1 3TP,66,21,66
K4XAWCZ@>AUK.LD>3X[Z)0,2016/17,BAMRK03F,BA Marketing Management FT,Level 6,2.9,Other inc. Private Halls,NW1 5LS,60,44,65
"K5`""NPBHV2!/;6`FIFND\(",2016/17,BSACC01F,BSc Accounting FT,Level 4,6.41,Commuter,NW1 5LS,64,54,88
K5+?@$EBR']IRQ=31\FI#&,2016/17,BAFAS02F,BA Fashion Design FT,Level 4,0.59,UoW Halls,HA1 3TP,64,0,120
K5+?@$EBR']IRQ=31\FI#&,2017/18,BAFAS02F,BA Fashion Design FT,Level 5,6.11,Other inc. Private Halls,HA1 3TP,69,0,147
K5CB?5BI1$499+FB%/0CU!,2016/17,BAENG03F,BA English Language and Linguistics FT,Level 4,4.58,Other inc. Private Halls,W1B 2HW,51,55,74
K5CB?5BI1$499+FB%/0CU!,2017/18,BAENG03F,BA English Language and Linguistics FT,Level 5,4.58,Other inc. Private Halls,W1B 2HW,49,41,51
K5FFA$;`SF#20O]&8@?KI%,2017/18,BSFIN01F,BSc Finance FT,Level 4,7.48,Other inc. Private Halls,NW1 5LS,43,54,75
"K5KJ$]9]M^;!=3@8Q*P2B""",2016/17,BABSM07F,BA International Business FT,Level 5,7.65,Commuter,NW1 5LS,50,64,93
"K5KJ$]9]M^;!=3@8Q*P2B""",2017/18,BABSM07F,BA International Business FT,Level 6,7.65,Commuter,NW1 5LS,61,42,61
K5SP^(W`[GS1B->[;P<%-!,2017/18,BILAW04F,Integrated Master‰Ûªs in Law (M-Law) FT,Level 4,7.09,Other inc. Private Halls,W1B 2HW,54,40,88
"K5VP,3>Y$:`$H=D6IR`9@(",2017/18,BSCSS02F,BSc Computer Science FT,Level 4,6.64,UoW Halls,W1W 6XH,92,72,92
K6-Z;9L'T@[TH$<$:V$%+0,2017/18,BABSM06F,BA Business Management FT,Level 6,1.47,Other inc. Private Halls,NW1 5LS,65,55,73
"K6#*HM!%S)1IG]3V+3%Z@""",2016/17,BACRI02F,BA Sociology and Criminology FT,Level 6,4.25,Commuter,W1B 2HW,65,35,62
"K6#6DV?`4L:-G""M5.,,IG.",2016/17,BSBMS04F,BSc Honours Biomedical Sciences (Sandwich) FT,Level 6,2.41,Other inc. Private Halls,W1W 6XH,44,34,66
"K6,L4W+0<V44/J_W:)*AX(",2016/17,BAENG02F,BA English Literature and Language FT,Level 4,8.21,Other inc. Private Halls,W1B 2HW,,76,98
"K6,L4W+0<V44/J_W:)*AX(",2017/18,BAENG07F,BA English Literature FT,Level 5,8.21,Other inc. Private Halls,W1B 2HW,60,54,80
K6::&I;_S&#[:D5-)^E4Y.,2016/17,BALAN06F,BA Language and Other Disciplines FT,Level 5,5.73,Other inc. Private Halls,W1B 2HW,54,51,92
K6^);?`9.QCI;6IQ+4):V0,2017/18,BLLAW02F,LLB Law FT,Level 4,6.18,Other inc. Private Halls,W1B 2HW,53,18,76
K6>!E&;X//B7@)@M/_=$V.,2016/17,BAJMC02F,BA Journalism FT,Level 6,5.5,Other inc. Private Halls,HA1 3TP,63,15,69
"K6>/.OI,6YS""IWURVTVU<,",2016/17,BSPSY02F,BSc Psychology FT,Level 6,7.35,Commuter,W1W 6XH,63,29,75
"K6GBKX7`>DF;%>UI,%W)%0",2016/17,BAENG07F,BA English Literature FT,Level 5,5.58,Other inc. Private Halls,W1B 2HW,59,27,62
"K6GBKX7`>DF;%>UI,%W)%0",2017/18,BAENG07F,BA English Literature FT,Level 6,5.35,Other inc. Private Halls,W1B 2HW,50,4,13
K6LJ\`>Y-_-7RM.*-SK@?#,2016/17,BLLAW02F,LLB Law FT,Level 6,3.53,Other inc. Private Halls,W1B 2HW,50,44,101
K6N=H]?7U8K[#!BE4'M''(,2016/17,BABSM06F,BA Business Management FT,Level 5,3.3,Other inc. Private Halls,NW1 5LS,60,42,85
K6N=H]?7U8K[#!BE4'M''(,2017/18,BABSM06F,BA Business Management FT,Level 6,0.09,Other inc. Private Halls,NW1 5LS,59,38,72
"K6ST]?9A$%O/C,`+'D:Z)/",2016/17,BATOE01F,BA Tourism and Events Management FT,Level 6,18.83,Commuter,NW1 5LS,64,24,72
K6T^;HC8+K6AE^]Q-%M+G#,2016/17,BAPHT01F,BA Contemporary Media Practice FT,Level 5,10.5,Commuter,HA1 3TP,55,7,81
K6T^;HC8+K6AE^]Q-%M+G#,2017/18,BAPHT01F,BA Contemporary Media Practice FT,Level 6,10.23,Other inc. Private Halls,HA1 3TP,54,0,25
"K6W/Q4/MTP'UP""Q!A,#<3&",2016/17,BAPIR02F,BA International Relations FT,Level 6,3.24,Commuter,W1B 2HW,72,36,61
K6Y2(^X-2%=+X61JJ0=<4&,2016/17,BAENG07F,BA English Literature FT,Level 5,4.81,Commuter,W1B 2HW,67,59,85
K6Y2(^X-2%=+X61JJ0=<4&,2017/18,BAENG07F,BA English Literature FT,Level 6,4.81,Commuter,W1B 2HW,68,38,50
"K7#G_57K(TUG/;M)97Q<1""",2016/17,BAENG07F,BA English Literature FT,Level 6,2.41,Other inc. Private Halls,W1B 2HW,66,37,63
"K7,`+,AFJ@F%#C/""TQ+TE/",2017/18,BAARC01F,BA Architecture FT,Level 4,10.1,Commuter,NW1 5LS,58,42,107
K7/P$5UC)F:)OOVECRSX9/,2017/18,BSACC01F,BSc Accounting FT,Level 4,9.18,Unknown,NW1 5LS,71,60,74
"K7]:/G>MA!@97[FUZ],4Z(",2017/18,BABSM06F,BA Business Management FT,Level 4,7.1,Commuter,NW1 5LS,70,52,73
"K7_9EA!%WXC.V^AS(J;=%,",2016/17,BAARC03F,BA Designing Cities: Planning and Architecture FT,Level 4,10.87,Commuter,NW1 5LS,5,0,84
K7+V&R)_?9&L#%U?_/J5`%,2017/18,BABSM06F,BA Business Management FT,Level 4,2.85,Other inc. Private Halls,NW1 5LS,61,55,72
K7DFBMD;&&+-G9)2PGKW+),2016/17,BAMRK03F,BA Marketing Management FT,Level 6,0.15,Other inc. Private Halls,NW1 5LS,68,55,87
K7E5V?8(LO&U[ZUN9&D<^&,2016/17,BMMUS01F,BMus Commercial Music Performance FT,Level 6,11.72,Other inc. Private Halls,HA1 3TP,65,13,54
"K7JM,_J;H2QLP?PM9:ZO\$",2016/17,BSBMS01F,BSc Biomedical Sciences FT,Level 4,11.99,Commuter,W1W 6XH,46,70,85
"K7JM,_J;H2QLP?PM9:ZO\$",2017/18,BSBMS01F,BSc Biomedical Sciences FT,Level 5,11.99,Commuter,W1W 6XH,42,59,74
"K7U0WZRXWPL+\]<;J\`K,!",2016/17,BSACC01F,BSc Accounting FT,Level 6,2.9,Other inc. Private Halls,NW1 5LS,41,18,103
K7WP_([#>=[7_5/&XOEZA#,2016/17,BSBMS02F,BSc Human and Medical Science FT,Level 6,3.26,Commuter,W1W 6XH,70,22,48
K8!`;!2N?2/ADUBKI7K=.-,2017/18,BAPIR03F,BA Politics and International Relations FT,Level 4,6.66,UoW Halls,W1B 2HW,61,60,67
"K8.`R""RP90Q_WYIE+W4AQ-",2017/18,BSPOC07F,BSc Real Estate FT,Level 4,6.07,UoW Halls,NW1 5LS,48,31,51
K8?`)_3Y3/IUT9A_9UTHU),2016/17,BAADS04F,BA Fine Art Mixed Media FT,Level 4,0.59,UoW Halls,HA1 3TP,58,34,108
"K8]BP6UDSH,5N!Q7.6NP'(",2017/18,BSPSY02F,BSc Psychology FT,Level 4,9.45,Unknown,W1W 6XH,51,43,71
"K8=.$I\/\E4,(0HXH1G!,!",2016/17,BABSM06F,BA Business Management FT,Level 5,0.23,Other inc. Private Halls,NW1 5LS,,27,88
K8>._(`?L]7%HRIA=G?NW-,2016/17,BAADS04F,BA Fine Art Mixed Media FT,Level 5,7.84,Other inc. Private Halls,HA1 3TP,65,37,84
K8>._(`?L]7%HRIA=G?NW-,2017/18,BAADS04F,BA Fine Art Mixed Media FT,Level 6,7.84,Other inc. Private Halls,HA1 3TP,67,21,95
K8A!K9/%YQWO3S@<(HW[*-,2016/17,BAENG07F,BA English Literature FT,Level 6,4.68,Commuter,W1B 2HW,62,33,74
K8A^W_X?P-RT-L5=Q'S>&(,2016/17,BAJMC06F,BA Television Production FT,Level 5,2.24,UoW Halls,HA1 3TP,65,35,66
K8A^W_X?P-RT-L5=Q'S>&(,2017/18,BAJMC06F,BA Television Production FT,Level 6,2.24,UoW Halls,HA1 3TP,67,15,83
K8A_\2TW58F!]&CS+ZQ!H(,2016/17,BABSM06F,BA Business Management FT,Level 6,6.14,Other inc. Private Halls,NW1 5LS,62,66,89
"K8B</OH.]82<C`SYV2""WC+",2017/18,BAENG02F,BA English Literature and Language FT,Level 4,8.16,Commuter,W1B 2HW,53,45,83
K8RN'#4.#*;$*ENG170[#),2016/17,BABSM06F,BA Business Management FT,Level 6,19.1,Unknown,NW1 5LS,57,43,73
K8V;$.$8LNY\U-UUTNEBB-,2017/18,BABSM06F,BA Business Management FT,Level 4,6.92,Other inc. Private Halls,NW1 5LS,61,44,62
K8WMI^_5!M_\V*[Y@X3.>',2016/17,BSBIS01F,BSc Business Information Systems FT,Level 5,20.85,Unknown,W1W 6XH,69,66,94
K8WMI^_5!M_\V*[Y@X3.>',2017/18,BSBIS01F,BSc Business Information Systems FT,Level 6,20.85,Unknown,W1W 6XH,66,34,56
K8XG(U:JZ=6/;KBFKG%\2+,2016/17,BAMUS01F,BA Commercial Music FT,Level 4,11.32,Other inc. Private Halls,HA1 3TP,75,34,55
K8XG(U:JZ=6/;KBFKG%\2+,2017/18,BAMUS01F,BA Commercial Music FT,Level 5,11.32,Other inc. Private Halls,HA1 3TP,70,32,67
"K9""#[N4W?EMR).O?\R/\3,",2016/17,BAJMC04F,BA Public Relations and Advertising FT,Level 6,2.24,UoW Halls,HA1 3TP,68,29,56
K9%+[=TIU&_*__O_.+W8T*,2016/17,BACRI01F,BA Criminology FT,Level 5,10.1,Commuter,W1B 2HW,47,10,62
"K9(]LK#""7K&?I""3DFRW?_""",2016/17,BABSM07F,BA International Business FT,Level 6,0.67,Other inc. Private Halls,NW1 5LS,70,47,101
"K9:<WL=L'OD.YC\N$EE,](",2016/17,BABSM06F,BA Business Management FT,Level 5,16.57,Unknown,NW1 5LS,47,16,86
"K9:<WL=L'OD.YC\N$EE,](",2017/18,BABSM06F,BA Business Management FT,Level 6,19.68,Unknown,NW1 5LS,60,29,88
K9=;'HAP!@-V-2=/S'R=)0,2017/18,BATOE01F,BA Tourism and Events Management FT,Level 6,5.27,Other inc. Private Halls,NW1 5LS,64,32,58
"K9>%_4WM-TPVLV\""_20NV0",2017/18,BACRI02F,BA Sociology and Criminology FT,Level 4,4.77,Commuter,W1B 2HW,40,21,78
K9AE<$84B-2_7[X`;``!&0,2016/17,BABSM06F,BA Business Management FT,Level 5,7.46,Commuter,NW1 5LS,61,66,85
K9AE<$84B-2_7[X`;``!&0,2017/18,BABSM06F,BA Business Management FT,Level 6,7.46,Commuter,NW1 5LS,67,61,70
K9DJOJ3(O-+$EK2M$*DL#$,2017/18,BSPOC07F,BSc Real Estate FT,Level 4,5.83,Other inc. Private Halls,NW1 5LS,63,32,51
K9FY?HUZ*%^L$7IF)6_KL&,2016/17,BAFAS06F,BA Fashion Marketing and Promotion FT,Level 4,2.24,UoW Halls,HA1 3TP,70,48,71
K9FY?HUZ*%^L$7IF)6_KL&,2017/18,BAFAS06F,BA Fashion Marketing and Promotion FT,Level 5,2.24,UoW Halls,HA1 3TP,62,45,82
"K9K)W?PJ(""&L1KFE;51/:""",2017/18,BAJMC02F,BA Journalism FT,Level 4,0.59,UoW Halls,HA1 3TP,64,45,81
"K9S""D[%N`OA],=F27KQC]""",2016/17,BABSM06F,BA Business Management FT,Level 4,6.07,UoW Halls,NW1 5LS,65,65,75
"K9S""D[%N`OA],=F27KQC]""",2017/18,BABSM06F,BA Business Management FT,Level 5,6.12,Other inc. Private Halls,NW1 5LS,58,56,67
"K9V""**7G1(.3EZP582KJ_%",2017/18,BABSM06F,BA Business Management FT,Level 4,8.78,Commuter,NW1 5LS,72,63,72
"K9W^PSKQ'8O/JUHU&,4YS&",2017/18,BSBIS01F,BSc Business Information Systems FT,Level 4,3.18,Other inc. Private Halls,W1W 6XH,49,71,87
K12N%G:G]_<\!6I*X2]!!&,2016/17,BMMUS01F,BMus Commercial Music Performance FT,Level 5,31.1,Commuter,HA1 3TP,64,20,62
K12N%G:G]_<\!6I*X2]!!&,2017/18,BMMUS01F,BMus Commercial Music Performance FT,Level 6,31.1,Commuter,HA1 3TP,62,0,64
K15&:!\D'A(B)_E\<0?Y&),2016/17,BLLAW02F,LLB Law FT,Level 6,27.62,Unknown,W1B 2HW,48,48,80
"K18?,ELG!X`^(5Q_DY>4D%",2016/17,BAPIR03F,BA Politics and International Relations FT,Level 5,2.83,Other inc. Private Halls,W1B 2HW,64,50,70
